provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
Walmart Pharmacy #1174,34301 Highway 43,,Thomasville,Clarke,AL,36784,0069-1085-30,Paxlovid,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,60,19.0,2022-03-08T00:00:00.000,,1366469652.0
Walmart Pharmacy #734,600 BOLL WEEVIL CIR,,Enterprise,Coffee,AL,36330,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,100,47.0,2022-03-08T00:00:00.000,POINT (-85.829993 31.315365),1528085826.0
Walmart Pharmacy #660,301 AVALON AVE,,Muscle Shoals,Colbert,AL,35661,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,100,1.0,2022-03-08T00:00:00.000,POINT (-87.675423 34.744941),1801813183.0
Walmart Pharmacy #1091,1991 DR M L K JR EXPY,,Andalusia,Covington,AL,36420,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,100,38.0,2022-03-08T00:00:00.000,POINT (-86.444789 31.318718),1902823297.0
Walmart Pharmacy #7280,5601 AL Highway 157,,Cullman,Cullman,AL,35058,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,18.0,2022-03-08T00:00:00.000,POINT (-86.868307 34.206578),1275901274.0
Walmart Pharmacy #740,1537 S US Highway 231,,Ozark,Dale,AL,36360,0069-1085-30,Paxlovid,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,60,17.0,2022-03-08T00:00:00.000,POINT (-85.651935 31.443922),1083632400.0
Walmart Pharmacy #700,1501 AL Highway 14 E,,Selma,Dallas,AL,36703,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,2.0,2022-03-08T00:00:00.000,POINT (-87.012919 32.431486),1700804127.0
Walmart Pharmacy #691,2001 Glenn Blvd SW,,Fort Payne,De Kalb,AL,35968,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,4.0,2022-03-08T00:00:00.000,POINT (-85.761395 34.438609),1720006158.0
Walmart Pharmacy #4318,145 Kelley Blvd,,Millbrook,Elmore,AL,36054,0069-1085-30,Paxlovid,2022-02-10T00:00:00.000,2022-02-12T00:00:00.000,100,52.0,2022-03-08T00:00:00.000,POINT (-86.45 32.4646),1750599783.0
Walmart Pharmacy #1057,2190 Gilmer Ave,,Tallassee,Elmore,AL,36078,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,100,81.0,2022-03-08T00:00:00.000,POINT (-85.932154 32.5649),1801213483.0
Walmart Pharmacy #1101,4538 US Highway 231,,Wetumpka,Elmore,AL,36092,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,60,58.0,2022-03-08T00:00:00.000,POINT (-86.214362 32.5076),1811914104.0
Walmart Pharmacy #7247,911 N Main St,,Atmore,Escambia,AL,36502,0069-1085-30,Paxlovid,2022-01-12T00:00:00.000,2022-01-14T00:00:00.000,20,14.0,2022-03-08T00:00:00.000,POINT (-87.493516 31.037882),1831518893.0
Walmart Pharmacy #1620,2578 Douglas Ave,,Brewton,Escambia,AL,36426,0069-1085-30,Paxlovid,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,60,30.0,2022-03-08T00:00:00.000,POINT (-87.066423 31.14954),1992722292.0
Walmart Pharmacy #316,973 Gilbert Ferry Rd SE,,Attalla,Etowah,AL,35954,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,42.0,2022-03-08T00:00:00.000,POINT (-86.09343 33.997101),1447277744.0
Walmart Pharmacy #301,340 E Meighan Blvd,,Gadsden,Etowah,AL,35903,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,20.0,2022-03-08T00:00:00.000,POINT (-85.98746 34.012372),1710904008.0
Walmart Pharmacy #1052,3186 Highway 171 N,,Fayette,Fayette,AL,35555,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,34.0,2022-03-08T00:00:00.000,POINT (-87.81059 33.732309),1982621280.0
Walmart Pharmacy #403,13675 Highway 43,,Russellville,Franklin,AL,35653,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,120,58.0,2022-03-08T00:00:00.000,POINT (-87.726838 34.493729),1275550568.0
Walmart Pharmacy #1063,1608 W Magnolia Ave,,Geneva,Geneva,AL,36340,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,17.0,2022-03-08T00:00:00.000,POINT (-85.899492 31.049559),1093732380.0
Walmart Pharmacy #2534,3300 S OATES ST,,Dothan,Houston,AL,36301,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,13.0,2022-03-08T00:00:00.000,POINT (-85.401995 31.178971),1184641490.0
Walmart Pharmacy #604,4310 Montgomery Hwy,,Dothan,Houston,AL,36303,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,39.0,2022-03-08T00:00:00.000,POINT (-85.442743 31.266018),1275550550.0
Walmart Pharmacy #712,24833 JOHN T REID PKWY,,Scottsboro,Jackson,AL,35768,0069-1085-30,Paxlovid,2022-02-10T00:00:00.000,2022-02-14T00:00:00.000,100,22.0,2022-03-08T00:00:00.000,POINT (-86.008818 34.670076),1174541593.0
FMS Pharmacy,1819 13th Avenue North,,Bessemer,Jefferson,AL,35020,0069-1085-30,Paxlovid,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,20,,,POINT (-86.966719 33.40889),1205943529.0
Walmart Pharmacy #764,750 Academy Dr,,Bessemer,Jefferson,AL,35022,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,100,39.0,2022-03-08T00:00:00.000,POINT (-86.99877 33.361725),1366469678.0
Cahaba Med Care - West End Office,1308 Tuscaloosa Ave SW,,Birmingham,Jefferson,AL,35211,0069-1085-30,Paxlovid,2022-02-15T00:00:00.000,2022-02-25T00:00:00.000,100,53.0,2022-02-22T00:00:00.000,POINT (-86.8542 33.492772),
Sams Pharmacy #4817,5940 Trussville Crossings Blvd,,Birmingham,Jefferson,AL,35235,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,20.0,2022-03-08T00:00:00.000,POINT (-86.625123 33.645947),1639197064.0
Walmart Pharmacy #762,9248 Parkway E,,Birmingham,Jefferson,AL,35206,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,40.0,2022-03-08T00:00:00.000,POINT (-86.7037 33.584684),1710904099.0
Walmart Pharmacy #5100,1916 Center Point Pkwy,,Center Point,Jefferson,AL,35215,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,15.0,2022-03-08T00:00:00.000,POINT (-86.683726 33.637745),1700803012.0
Walmart Pharmacy #1481,209 Lakeshore Pkwy,,Homewood,Jefferson,AL,35209,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,40,33.0,2022-03-08T00:00:00.000,POINT (-86.822821 33.448048),1184641482.0
Ross Bridge Pharmacy,3601 Market Street,Suite 104,Hoover,Jefferson,AL,35226,0069-1085-30,Paxlovid,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,20,,,,1447717319.0
Walmart Pharmacy #1711,1600 Montclair Rd,,Irondale,Jefferson,AL,35210,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,40,5.0,2022-03-08T00:00:00.000,POINT (-86.721355 33.525786),1538186838.0
Walmart Pharmacy #4580,1300 Montgomery Hwy,,Vestavia,Jefferson,AL,35216,0069-1085-30,Paxlovid,2022-02-10T00:00:00.000,2022-02-12T00:00:00.000,40,29.0,2022-03-08T00:00:00.000,POINT (-86.790847 33.428137),1366643736.0
Walmart Pharmacy #4187,2701 Cloverdale Rd,,Florence,Lauderdale,AL,35633,0069-1085-30,Paxlovid,2022-02-10T00:00:00.000,2022-02-14T00:00:00.000,40,36.0,2022-03-08T00:00:00.000,POINT (-87.688781 34.84348),1285063040.0
Walmart Pharmacy #4188,1410 Florence Blvd,,Florence,Lauderdale,AL,35630,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,60,59.0,2022-03-08T00:00:00.000,POINT (-87.657104 34.819153),1750623054.0
Walmart Pharmacy #766,3100 Hough Rd,,Florence,Lauderdale,AL,35630,0069-1085-30,Paxlovid,2022-02-10T00:00:00.000,2022-02-14T00:00:00.000,80,44.0,2022-03-08T00:00:00.000,POINT (-87.626137 34.836108),1992722276.0
Walmart Pharmacy #394,15445 AL Highway 24,,Moulton,Lawrence,AL,35650,0069-1085-30,Paxlovid,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,60,16.0,2022-03-08T00:00:00.000,POINT (-86.700263 33.590153),1891713210.0
Walmart Pharmacy #356,1717 S College St,,Auburn,Lee,AL,36832,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,19.0,2022-03-08T00:00:00.000,POINT (-85.499876 32.571351),1720005028.0
Walmart Pharmacy #355,2900 PEPPERELL PKWY,,Opelika,Lee,AL,36801,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,80,53.0,2022-03-08T00:00:00.000,POINT (-85.421475 32.635421),1619994910.0
Walmart Pharmacy #661,1011 US Highway 72 E,,Athens,Limestone,AL,35611,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,33.0,2022-03-08T00:00:00.000,POINT (-86.960075 34.787016),1992722284.0
Walmart Pharmacy #6878,14595 Highway 231 431 N,,Hazel Green,Madison,AL,35750,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,40,16.0,2022-03-08T00:00:00.000,POINT (-86.571793 34.94568),1093105546.0
Fox Army Health Clinic,Bldg 4100 Goss Road,Redstone Arsenal,Huntsville,Madison,AL,35898-0001,0069-1085-30,Paxlovid,2022-02-07T00:00:00.000,2022-02-09T00:00:00.000,60,,,,
Sams Pharmacy #4776,5651 Holmes Ave NW,,Huntsville,Madison,AL,35816,0069-1085-30,Paxlovid,2022-02-10T00:00:00.000,2022-02-14T00:00:00.000,40,40.0,2022-03-08T00:00:00.000,POINT (-86.657994 34.73695),1619994928.0
Walmart Pharmacy #3185,4226 Oakwood Ave NW,,Huntsville,Madison,AL,35810,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,20.0,2022-03-08T00:00:00.000,POINT (-86.633945 34.749652),1124436100.0
Walmart Pharmacy #332,6140 UNIVERSITY DR NW,,Huntsville,Madison,AL,35806,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,19.0,2022-03-08T00:00:00.000,POINT (-86.676641 34.743979),1962420489.0
Walmart Pharmacy #433,2200 Sparkman Dr NW,,Huntsville,Madison,AL,35810,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,100,7.0,2022-03-08T00:00:00.000,POINT (-86.593214 34.762942),1710904016.0
Walmart Pharmacy #5925,2305 Jordan Ln SW,,Huntsville,Madison,AL,35805,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,24.0,2022-03-08T00:00:00.000,POINT (-86.626982 34.713565),1336597533.0
Walmart Pharmacy #7342,7140 Wall Triana Hwy,,Madison,Madison,AL,35757,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,19.0,2022-03-08T00:00:00.000,POINT (-86.74917 34.793705),1154725935.0
Walmart Pharmacy #5197,330 Sutton Rd SE,,Owens Cross Roads,Madison,AL,35763,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,120,34.0,2022-03-08T00:00:00.000,POINT (-86.48702 34.65999),1790702009.0
Walmart Pharmacy #731,969 US Highway 80 W,,Demopolis,Marengo,AL,36732,0069-1085-30,Paxlovid,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,60,16.0,2022-03-08T00:00:00.000,POINT (-87.851307 32.495518),1265459564.0
Walmart Pharmacy #1100,1706 Military St S,,Hamilton,Marion,AL,35570,0069-1085-30,Paxlovid,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,60,17.0,2022-03-08T00:00:00.000,POINT (-87.989715 34.123115),1548287832.0
Walmart Pharmacy #362,2575 US Highway 43,,Winfield,Marion,AL,35594,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,80,50.0,2022-03-08T00:00:00.000,POINT (-87.838856 33.93712),1235157751.0
Walmart Pharmacy #306,1450 N Brindlee Mountain Pkwy,,Arab,Marshall,AL,35016,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,19.0,2022-03-08T00:00:00.000,POINT (-86.50359 34.341168),1639196926.0
Walmart Pharmacy #298,1972 US Highway 431,,Boaz,Marshall,AL,35957,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,16.0,2022-03-08T00:00:00.000,POINT (-86.156304 34.214019),1265450688.0
Walmart Pharmacy #681,11697 US HIGHWAY 431,,Guntersville,Marshall,AL,35976,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,120,43.0,2022-03-08T00:00:00.000,POINT (-86.276738 34.301306),1174540470.0
Walmart Pharmacy #4210,1300 N UNIVERSITY BLVD,,Mobile,Mobile,AL,36618,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,11.0,2022-03-08T00:00:00.000,POINT (-88.164383 30.717543),1316341233.0
Walmart Pharmacy #5740,2570 Government Blvd,,Mobile,Mobile,AL,36606,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,40,40.0,2022-03-08T00:00:00.000,POINT (-88.103634 30.668978),1730558123.0
Walmart Pharmacy #866,5245 Rangeline Service Rd S,,Mobile,Mobile,AL,36619,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,27.0,2022-03-08T00:00:00.000,POINT (-88.162737 30.596154),1144248667.0
Walmart Pharmacy #5174,7855 Moffett Rd,,Semmes,Mobile,AL,36575,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,40,38.0,2022-03-08T00:00:00.000,POINT (-88.227155 30.763813),1346267655.0
Walmart Pharmacy #5744,7320 Theodore Dawes Rd,,Theodore,Mobile,AL,36582,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,60,48.0,2022-03-08T00:00:00.000,POINT (-88.213858 30.562939),1093186629.0
Walmart Pharmacy #1493,3371 S Alabama Ave,,Monroeville,Monroe,AL,36460,0069-1085-30,Paxlovid,2022-02-10T00:00:00.000,2022-02-14T00:00:00.000,80,52.0,2022-03-08T00:00:00.000,POINT (-87.330549 31.482516),1457378754.0
Walmart Pharmacy #4672,1600 FEDERAL DR,,Montgomery,Montgomery,AL,36107,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,40,40.0,2022-03-08T00:00:00.000,POINT (-86.267868 32.403579),1285005819.0
Walmart Pharmacy #5348,851 Ann St,,Montgomery,Montgomery,AL,36107,0069-1085-30,Paxlovid,2022-02-12T00:00:00.000,2022-02-15T00:00:00.000,20,17.0,2022-03-08T00:00:00.000,POINT (-86.27094 32.370655),1548288970.0
Walmart Pharmacy #930,3801 Eastern Blvd,,Montgomery,Montgomery,AL,36116,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,80,15.0,2022-03-08T00:00:00.000,POINT (-86.234579 32.328429),1639196918.0
Walmart Pharmacy #938,6495 Atlanta Hwy,,Montgomery,Montgomery,AL,36117,0069-1085-30,Paxlovid,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,34.0,2022-03-08T00:00:00.000,POINT (-86.185446 32.382466),1548287824.0
