2022-01-19T08-05-28,21229,SAINT AGNES HOSPITAL,01/12/2022 12:00:00 AM,,96,,
2022-02-18T16-04-21,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,182,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,165,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,165,02/18/2022 12:00:00 AM
2022-03-03T09-56-49,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,123,02/25/2022 12:00:00 AM
2022-03-03T10-04-44,21229,SAINT AGNES HOSPITAL,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,312,116,03/01/2022 12:00:00 AM
2022-03-08T14-40-56,21229,SAINT AGNES HOSPITAL,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,816,76,03/04/2022 12:00:00 AM
2022-03-16T18-51-35,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,540,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,492,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,492,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,486,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,486,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,486,03/17/2022 12:00:00 AM
2022-03-19T11-58-02,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,435,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,435,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,435,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,435,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,435,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,434,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,432,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,432,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,432,03/22/2022 12:00:00 AM
2022-03-25T08-10-53,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,432,03/22/2022 12:00:00 AM
2022-03-26T06-57-27,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,395,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,395,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,395,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,395,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,395,03/25/2022 12:00:00 AM
2022-03-30T09-27-07,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,395,03/25/2022 12:00:00 AM
2022-03-31T08-53-07,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,392,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,392,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,392,03/30/2022 12:00:00 AM
2022-04-02T06-05-59,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,373,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,373,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,373,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,373,04/01/2022 12:00:00 AM
2022-04-06T05-45-18,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,372,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,372,04/05/2022 12:00:00 AM
2022-04-08T05-48-29,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,367,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,350,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,350,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,350,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,350,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,346,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,346,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,346,04/12/2022 12:00:00 AM
2022-04-15T06-03-51,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,345,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,345,04/14/2022 12:00:00 AM
2022-04-17T05-32-24,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,345,04/14/2022 12:00:00 AM
2022-04-18T05-31-10,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,345,04/14/2022 12:00:00 AM
2022-04-19T05-39-24,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,345,04/14/2022 12:00:00 AM
2022-04-20T05-27-37,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,345,04/14/2022 12:00:00 AM
2022-04-21T05-29-54,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,343,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,343,04/20/2022 12:00:00 AM
2022-04-23T05-25-10,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,327,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,327,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,327,04/22/2022 12:00:00 AM
2022-04-26T05-20-54,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,327,04/22/2022 12:00:00 AM
2022-04-27T05-23-49,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,327,04/22/2022 12:00:00 AM
2022-04-28T09-22-45,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,325,04/27/2022 12:00:00 AM
2022-04-29T05-13-54,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,323,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,315,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,315,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,315,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,315,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,313,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,313,05/03/2022 12:00:00 AM
2022-05-06T06-12-41,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,311,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,309,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,309,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,309,05/06/2022 12:00:00 AM
2022-05-10T06-06-54,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,309,05/06/2022 12:00:00 AM
2022-05-11T06-51-12,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,307,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,305,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,303,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,277,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,277,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,277,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,277,05/13/2022 12:00:00 AM
2022-05-18T05-40-23,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,277,05/13/2022 12:00:00 AM
2022-05-19T05-25-31,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,277,05/13/2022 12:00:00 AM
2022-05-20T05-59-40,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,277,05/13/2022 12:00:00 AM
2022-05-21T05-54-21,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,268,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,266,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,264,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,264,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,21229,SAINT AGNES HOSPITAL,NLP,NLP,NLP,264,05/24/2022 12:00:00 AM
